id,group_id,course_code,is_mandatory,notes
720,31,BIOB11H3,1,
721,31,BIOB34H3,1,
722,31,BIOB50H3,1,
723,31,BIOB51H3,1,
724,31,BIOB90H3,1,
725,31,BIOB32H3,1,
726,31,BIOB33H3,1,
727,31,ANTC47H3,1,
728,31,ANTC48H3,1,
729,31,BIOC10H3,1,
730,31,BIOC14H3,1,
731,31,BIOC15H3,1,
732,31,BIOC16H3,1,
733,31,BIOC17H3,1,
734,31,BIOC19H3,1,
735,31,BIOC20H3,1,
736,31,BIOC21H3,1,
737,31,BIOC30H3,1,
738,31,BIOC32H3,1,
739,31,BIOC34H3,1,
740,31,BIOC35H3,1,
741,31,BIOC39H3,1,
742,31,BIOC54H3,1,
743,31,BIOC58H3,1,
744,31,BIOC65H3,1,
745,31,BIOC90H3,1,
746,31,BIOD06H3,1,
747,31,BIOD07H3,1,
748,31,BIOD08H3,1,
749,31,BIOD12H3,1,
750,31,BIOD15H3,1,
751,31,BIOD17H3,1,
752,31,BIOD19H3,1,
753,31,BIOD20H3,1,
754,31,BIOD24H3,1,
755,31,BIOD25H3,1,
756,31,BIOD26H3,1,
757,31,BIOD27H3,1,
758,31,BIOD29H3,1,
759,31,BIOD32H3,1,
760,31,BIOD33H3,1,
761,31,BIOD36H3,1,
762,31,BIOD43H3,1,
763,31,BIOD59H3,1,
764,31,BIOD65H3,1,
765,31,BIOD95H3,1,
766,31,HTLD18H3,1,
767,31,HLTD44H3,1,
768,31,COPB50H3,1,
769,31,COPB54H3,1,
770,31,COPB51H3,1,
771,31,COPB55H3,1,
772,31,COPB52H3,1,
773,31,COPC98H3,1,
774,31,COPC99H3,1,
775,31,COPC01H3,1,
776,31,COPC02H3,1,
777,31,COPC03H3,1,
778,31,COPC04H3,1,
779,31,COPC05H3,1,
780,32,LINA01H3,1,
781,32,LINA02H3,1,
782,32,LINB06H3,1,
783,32,LINB09H3,1,
784,32,COPB50H3,1,
785,32,COPB58H3,1,
786,32,COPB51H3,1,
787,32,COPB59H3,1,
788,32,COPB52H3,1,
789,32,COPC98H3,1,
790,32,COPC99H3,1,
791,32,COPC01H3,1,
792,32,COPC02H3,1,
793,32,COPC03H3,1,
794,32,COPC04H3,1,
795,32,COPC05H3,1,
796,33,COPB50H3,1,
797,33,COPB56H3,1,
798,33,COPB51H3,1,
799,33,COPB57H3,1,
800,33,COPB52H3,1,
801,33,COPC98H3,1,
802,33,COPC99H3,1,
803,33,COPC01H3,1,
804,33,COPC02H3,1,
805,33,COPC03H3,1,
806,33,COPC04H3,1,
807,33,COPC05H3,1,
808,34,BIOA12H3,1,
809,34,PSYA01H3,1,
810,34,PSYA02H3,1,
811,34,PSYB07H3,1,
812,34,PSYB32H3,1,
813,34,PSYB55H3,1,
814,34,PSYB70H3,1,
815,34,COPB50H3,1,
816,34,COPB54H3,1,
817,34,COPB51H3,1,
818,34,COPB55H3,1,
819,34,COPB52H3,1,
820,34,COPC98H3,1,
821,34,COPC99H3,1,
822,34,COPC01H3,1,
823,34,COPC02H3,1,
824,34,COPC03H3,1,
825,34,COPC04H3,1,
826,34,COPC05H3,1,
827,35,BIOA11H3,1,
828,35,BIOA12H3,1,
829,35,MATA02H3,1,
830,35,BIOA01H3,1,
831,35,BIOA02H3,1,
832,35,CHMA10H3,1,
833,35,CHMA11H3,1,
834,35,CHMA12H3,1,
835,35,MATA29H3,1,
836,35,MATA30H3,1,
837,35,STAB22H3,1,
838,35,PSYB07H3,1,
839,35,BIOB10H3,1,
840,35,BIOB11H3,1,
841,35,BIOB34H3,1,
842,35,BIOB50H3,1,
843,35,BIOB51H3,1,
844,35,BIOB90H3,1,
845,35,BIOB12H3,1,
846,35,BIOC17H3,1,
847,35,BIOC20H3,1,
848,35,BIOC39H3,1,
849,35,BIOC10H3,1,
850,35,BIOC12H3,1,
851,35,BIOC13H3,1,
852,35,BIOC14H3,1,
853,35,BIOC15H3,1,
854,35,BIOC18H3,1,
855,35,BIOC19H3,1,
856,35,BIOC30H3,1,
857,35,BIOC31H3,1,
858,35,BIOC35H3,1,
859,35,BIOC90H3,1,
860,35,BIOD12H3,1,
861,35,BIOD13H3,1,
