item_id,group_id,item_type,course_code,min_credits,department_prefix,min_cgpa,program_name,year_standing,notes
77261000,77261,COURSE,ENGA01H3,,,,,,
77261001,77261,COURSE,ENGA02H3,,,,,,
77261002,77261,MIN_CREDITS_TOTAL,,6.0,,,,,
44211000,44211,COURSE,ENGA01H3,,,,,,
44211001,44211,COURSE,ENGA02H3,,,,,,
44211002,44211,MIN_CREDITS_TOTAL,,5.0,,,,,
17321000,17321,MIN_CREDITS_TOTAL,,1.0,,,,,
23319000,23319,MIN_CREDITS_TOTAL,,1.0,,,,,
88707000,88707,COURSE,AFSA01H3,,,,,,
88707001,88707,COURSE,ENGB22H3,,,,,,
88707002,88707,COURSE,ENGC72H3,,,,,,
88707003,88707,MIN_CREDITS_TOTAL,,1.0,,,,,
77906000,77906,MIN_CREDITS_TOTAL,,1.0,,,,,
20941000,20941,COURSE,ENGC10H3,,,,,,
20941001,20941,COURSE,ENGC32H3,,,,,,
20941002,20941,COURSE,ENGC33H3,,,,,,
20941003,20941,COURSE,ENGC34H3,,,,,,
20941004,20941,COURSE,ENGC35H3,,,,,,
20941005,20941,MIN_CREDITS_TOTAL,,1.0,,,,,
26138000,26138,MIN_CREDITS_TOTAL,,0.5,,,,,
89877000,89877,COURSE,ENGB60H3,,,,,,
89877001,89877,COURSE,ENGC86H3,,,,,,
89877002,89877,PERMISSION,,,,,,,Instructor or program permission required
89877003,89877,MIN_CREDITS_TOTAL,,0.5,,,,,
72498000,72498,COURSE,ENGB61H3,,,,,,
72498001,72498,COURSE,ENGB63H3,,,,,,
72498002,72498,COURSE,ENGC87H3,,,,,,
72498003,72498,COURSE,ENGC88H3,,,,,,
72498004,72498,PERMISSION,,,,,,,Instructor or program permission required
72498005,72498,MIN_CREDITS_TOTAL,,0.5,,,,,
9774000,9774,COURSE,ENGB60H3,,,,,,
9774001,9774,COURSE,ENGC86H3,,,,,,
9774002,9774,COURSE,ENGB61H3,,,,,,
9774003,9774,COURSE,ENGC87H3,,,,,,
9774004,9774,PERMISSION,,,,,,,Instructor or program permission required
9774005,9774,MIN_CREDITS_TOTAL,,0.5,,,,,
80697000,80697,COURSE,ENGC29H3,,,,,,
80697001,80697,COURSE,ENGC30H3,,,,,,
80697002,80697,COURSE,ENGC40H3,,,,,,
80697003,80697,MIN_CREDITS_TOTAL,,1.0,,,,,
43154000,43154,COURSE,ENGC29H3,,,,,,
43154001,43154,COURSE,ENGC30H3,,,,,,
43154002,43154,COURSE,ENGC31H3,,,,,,
43154003,43154,COURSE,ENGC40H3,,,,,,
43154004,43154,MIN_CREDITS_TOTAL,,1.0,,,,,
50241000,50241,COURSE,ENGC41H3,,,,,,
50241001,50241,MIN_CREDITS_TOTAL,,1.0,,,,,
71594000,71594,MIN_CREDITS_TOTAL,,1.0,,,,,
55879000,55879,MIN_CREDITS_TOTAL,,1.0,,,,,
72812000,72812,MIN_CREDITS_TOTAL,,1.0,,,,,
66628000,66628,MIN_CREDITS_TOTAL,,1.0,,,,,
93067000,93067,MIN_CREDITS_TOTAL,,1.0,,,,,
1545000,1545,MIN_CREDITS_TOTAL,,1.0,,,,,
5737000,5737,MIN_CREDITS_TOTAL,,1.0,,,,,
86090000,86090,MIN_CREDITS_TOTAL,,1.0,,,,,
16421000,16421,MIN_CREDITS_TOTAL,,1.0,,,,,
91749000,91749,COURSE,ENGB06H3,,,,,,
91749001,91749,COURSE,ENGB07H3,,,,,,
91749002,91749,MIN_CREDITS_TOTAL,,1.0,,,,,
21979000,21979,COURSE,ENGB06H3,,,,,,
21979001,21979,COURSE,ENGB07H3,,,,,,
21979002,21979,MIN_CREDITS_TOTAL,,1.0,,,,,
2190000,2190,MIN_CREDITS_TOTAL,,1.0,,,,,
1970000,1970,MIN_CREDITS_TOTAL,,0.5,,,,,
89864000,89864,MIN_CREDITS_TOTAL,,1.0,,,,,
19483000,19483,MIN_CREDITS_TOTAL,,15.0,,,,,
95017000,95017,MIN_CREDITS_TOTAL,,4.0,,,,,
95017001,95017,MIN_CREDITS_DEPT,,0.5,LEA,,,,
34933000,34933,MIN_CREDITS_TOTAL,,4.0,,,,,
52698000,52698,MIN_CREDITS_TOTAL,,4.0,,,,,
3940000,3940,MIN_CREDITS_TOTAL,,9.5,,,,,
42715000,42715,COURSE,ESTB01H3,,,,,,
48684000,48684,COURSE,ESTB01H3,,,,,,
34779000,34779,COURSE,ESTB04H3,,,,,,
34779001,34779,MIN_CREDITS_TOTAL,,10.0,,,,,
47618000,47618,COURSE,ESTB01H3,,,,,,
47618001,47618,COURSE,EESB03H3,,,,,,
47618002,47618,COURSE,EESB04H3,,,,,,
47618003,47618,COURSE,EESB05H3,,,,,,
47618004,47618,MIN_CREDITS_TOTAL,,1.0,,,,,
78696000,78696,COURSE,ESTB04H3,,,,,,
78696001,78696,MIN_CREDITS_TOTAL,,10.0,,,,,
58214000,58214,MIN_CREDITS_DEPT,,14.5,LEA,,,,
80274000,80274,MIN_CREDITS_DEPT,,14.5,LEA,,,,
88026000,88026,MIN_CREDITS_DEPT,,14.5,LEA,,,,
21092000,21092,COURSE,STAB22H3,,,,,,
21092001,21092,MIN_CREDITS_TOTAL,,14.5,,,,,
47358000,47358,COURSE,ESTB04H3,,,,,,
47358001,47358,MIN_CREDITS_TOTAL,,14.0,,,,,
83964000,83964,MIN_CREDITS_TOTAL,,6.0,,,,,
80696000,80696,COURSE,ENGA10H3,,,,,,
80696001,80696,COURSE,ENGA11H3,,,,,,
80696002,80696,MIN_CREDITS_TOTAL,,6.0,,,,,
80696003,80696,MIN_CREDITS_TOTAL,,0.5,,,,,
24787000,24787,MIN_CREDITS_TOTAL,,6.0,,,,,
73757000,73757,MIN_CREDITS_TOTAL,,6.0,,,,,
75305000,75305,MIN_CREDITS_TOTAL,,6.0,,,,,
6342000,6342,COURSE,FLMA70H3,,,,,,
6342001,6342,COURSE,ENGB70H3,,,,,,
6342002,6342,COURSE,FLMB71H3,,,,,,
6342003,6342,COURSE,ENGB71H3,,,,,,
6342004,6342,COURSE,FLMB77H3,,,,,,
6342005,6342,COURSE,ENGB77H3,,,,,,
6342006,6342,COURSE,FLMB80H3,,,,,,
6342007,6342,COURSE,ENGB80H3,,,,,,
61630000,61630,MIN_CREDITS_TOTAL,,6.0,,,,,
85877000,85877,COURSE,SOCB58H3,,,,,,
85877001,85877,MIN_CREDITS_TOTAL,,6.0,,,,,
85877002,85877,MIN_CREDITS_TOTAL,,4.0,,,,,
99372000,99372,MIN_CREDITS_TOTAL,,6.0,,,,,
7975000,7975,MIN_CREDITS_TOTAL,,6.0,,,,,
25086000,25086,COURSE,FLMA70H3,,,,,,
25086001,25086,COURSE,ENGB70H3,,,,,,
55733000,55733,MIN_CREDITS_TOTAL,,6.0,,,,,
83686000,83686,MIN_CREDITS_TOTAL,,6.0,,,,,
57050000,57050,MIN_CREDITS_TOTAL,,1.0,,,,,
13283000,13283,MIN_CREDITS_TOTAL,,1.0,,,,,
64957000,64957,MIN_CREDITS_TOTAL,,1.0,,,,,
91551000,91551,MIN_CREDITS_TOTAL,,1.0,,,,,
25424000,25424,MIN_CREDITS_TOTAL,,1.0,,,,,
10947000,10947,MIN_CREDITS_TOTAL,,0.5,,,,,
39102000,39102,COURSE,FREA91Y3,,,,,,
39102001,39102,COURSE,FREA99H3,,,,,,
63921000,63921,COURSE,FREA01H3,,,,,,
57205000,57205,COURSE,FREA96H3,,,,,,
57205001,57205,COURSE,LGGA21H3,,,,,,
89116000,89116,COURSE,FREA97H3,,,,,,
89116001,89116,COURSE,LGGA22H3,,,,,,
43268000,43268,COURSE,FREA98H3,,,,,,
43268001,43268,COURSE,LGGB23H3,,,,,,
26254000,26254,COURSE,FREA01H3,,,,,,
26254001,26254,COURSE,FREA02H3,,,,,,
79335000,79335,COURSE,FREB01H3,,,,,,
93598000,93598,COURSE,FREA01H3,,,,,,
93598001,93598,COURSE,FREA02H3,,,,,,
45814000,45814,COURSE,FREA01H3,,,,,,
45814001,45814,COURSE,FREA02H3,,,,,,
56359000,56359,COURSE,FREA01H3,,,,,,
56359001,56359,COURSE,FREA02H3,,,,,,
82175000,82175,COURSE,FREA01H3,,,,,,
82175001,82175,COURSE,FREA02H3,,,,,,
66818000,66818,COURSE,FREA01H3,,,,,,
66818001,66818,COURSE,FREA02H3,,,,,,
36850000,36850,COURSE,FREA01H3,,,,,,
36850001,36850,COURSE,FREA02H3,,,,,,
88749000,88749,COURSE,FREA01H3,,,,,,
88749001,88749,COURSE,FREA02H3,,,,,,
68105000,68105,COURSE,FREA01H3,,,,,,
68105001,68105,COURSE,FREA02H3,,,,,,
91530000,91530,COURSE,FREA01H3,,,,,,
91530001,91530,COURSE,FREA02H3,,,,,,
96182000,96182,COURSE,FREA01H3,,,,,,
96182001,96182,COURSE,FREA02H3,,,,,,
11396000,11396,COURSE,FREA01H3,,,,,,
11396001,11396,COURSE,FREA02H3,,,,,,
91495000,91495,COURSE,FREA01H3,,,,,,
91495001,91495,COURSE,FREA02H3,,,,,,
56564000,56564,COURSE,FREA01H3,,,,,,
56564001,56564,COURSE,FREA02H3,,,,,,
55713000,55713,COURSE,FREA01H3,,,,,,
55713001,55713,COURSE,FREA02H3,,,,,,
55157000,55157,COURSE,FREA01H3,,,,,,
55157001,55157,COURSE,FREA02H3,,,,,,
99315000,99315,COURSE,FREB01H3,,,,,,
37339000,37339,COURSE,FREA01H3,,,,,,
37339001,37339,COURSE,FREA02H3,,,,,,
25526000,25526,COURSE,FREA01H3,,,,,,
25526001,25526,COURSE,FREA02H3,,,,,,
40007000,40007,COURSE,FREA01H3,,,,,,
40007001,40007,COURSE,FREA02H3,,,,,,
45388000,45388,COURSE,FREA01H3,,,,,,
45388001,45388,COURSE,FREA02H3,,,,,,
20576000,20576,COURSE,FREB01H3,,,,,,
20576001,20576,COURSE,FREB02H3,,,,,,
72895000,72895,COURSE,FREC01H3,,,,,,
71926000,71926,COURSE,FREB02H3,,,,,,
71926001,71926,COURSE,FREB50H3,,,,,,
34815000,34815,COURSE,FREB02H3,,,,,,
34815001,34815,COURSE,FREB50H3,,,,,,
28144000,28144,COURSE,FREC01H3,,,,,,
36548000,36548,COURSE,FREC02H3,,,,,,
77400000,77400,COURSE,FREB01H3,,,,,,
77400001,77400,COURSE,FREB02H3,,,,,,
77400002,77400,COURSE,FREB11H3,,,,,,
63861000,63861,COURSE,FREB01H3,,,,,,
63861001,63861,COURSE,FREB08H3,,,,,,
63861002,63861,COURSE,FREB09H3,,,,,,
98643000,98643,COURSE,FREB02H3,,,,,,
86283000,86283,COURSE,FREB44H3,,,,,,
86283001,86283,COURSE,FREB45H3,,,,,,
18053000,18053,COURSE,FREB45H3,,,,,,
16541000,16541,COURSE,LINA01H3,,,,,,
16541001,16541,COURSE,LINA02H3,,,,,,
16541002,16541,COURSE,FREB44H3,,,,,,
16541003,16541,COURSE,FREB45H3,,,,,,
96037000,96037,COURSE,FREB01H3,,,,,,
96037001,96037,COURSE,FREB02H3,,,,,,
96037002,96037,COURSE,FREB44H3,,,,,,
96037003,96037,COURSE,FREB45H3,,,,,,
96037004,96037,COURSE,FREB46H3,,,,,,
79907000,79907,COURSE,FREB27H3,,,,,,
79907001,79907,COURSE,FREB50H3,,,,,,
44776000,44776,COURSE,FREB01H3,,,,,,
44776001,44776,COURSE,FREB02H3,,,,,,
44776002,44776,COURSE,FREB50H3,,,,,,
34840000,34840,COURSE,FREB50H3,,,,,,
41597000,41597,COURSE,FREB01H3,,,,,,
41597001,41597,COURSE,FREB02H3,,,,,,
41597002,41597,COURSE,FREB50H3,,,,,,
67117000,67117,COURSE,FREB50H3,,,,,,
42801000,42801,COURSE,FREB70H3,,,,,,
42801001,42801,PERMISSION,,,,,,,Instructor or program permission required
69181000,69181,COURSE,FREB01H3,,,,,,
69181001,69181,COURSE,FREB02H3,,,,,,
69181002,69181,COURSE,FREB22H3,,,,,,
69181003,69181,COURSE,FREB27H3,,,,,,
69181004,69181,COURSE,FREB28H3,,,,,,
86963000,86963,COURSE,FREC02H3,,,,,,
21786000,21786,COURSE,FREC02H3,,,,,,
77847000,77847,COURSE,FREB50H3,,,,,,
77847001,77847,MIN_CREDITS_DEPT,,0.5,LEA,,,,
1672000,1672,COURSE,FREB50H3,,,,,,
1672001,1672,MIN_CREDITS_TOTAL,,0.5,,,,,
1672002,1672,MIN_CREDITS_DEPT,,0.5,QUE,,,,
45086000,45086,COURSE,FREC18H3,,,,,,
57635000,57635,COURSE,FSTB01H3,,,,,,
57635001,57635,MIN_CREDITS_DEPT,,1.0,LEA,,,,
31044000,31044,MIN_CREDITS_TOTAL,,4.0,,,,,
31044001,31044,MIN_CREDITS_TOTAL,,0.5,,,,,
53210000,53210,COURSE,FSTB01H3,,,,,,
53210001,53210,MIN_CREDITS_TOTAL,,4.0,,,,,
254000,254,COURSE,FSTB01H3,,,,,,
64596000,64596,MIN_CREDITS_TOTAL,,9.5,,,,,
74349000,74349,COURSE,FSTA01H3,,,,,,
74349001,74349,COURSE,GGRA02H3,,,,,,
74349002,74349,COURSE,GGRA03H3,,,,,,
40967000,40967,MIN_CREDITS_TOTAL,,4.0,,,,,
40967001,40967,MIN_CREDITS_TOTAL,,0.5,,,,,
54649000,54649,COURSE,FSTB01H3,,,,,,
54649001,54649,PERMISSION,,,,,,,Instructor or program permission required
54649002,54649,MIN_CREDITS_DEPT,,10.0,LEA,,,,
18844000,18844,MIN_CREDITS_TOTAL,,8.0,,,,,
18844001,18844,MIN_CREDITS_TOTAL,,1.0,,,,,
29057000,29057,COURSE,FSTB01H3,,,,,,
48832000,48832,COURSE,FSTB01H3,,,,,,
14803000,14803,MIN_CREDITS_TOTAL,,9.5,,,,,
5399000,5399,PERMISSION,,,,,,,Instructor or program permission required
4699000,4699,COURSE,MDSA11H3,,,,,,
4699001,4699,COURSE,MDSA01H3,,,,,,
4699002,4699,MIN_CREDITS_TOTAL,,4.0,,,,,
78976000,78976,MIN_CREDITS_TOTAL,,1.0,,,,,
32857000,32857,COURSE,ANTB19H3,,,,,,
32857001,32857,COURSE,ANTB20H3,,,,,,
32857002,32857,PERMISSION,,,,,,,Instructor or program permission required
32857003,32857,MIN_CREDITS_TOTAL,,4.0,,,,,
32857004,32857,MIN_CREDITS_TOTAL,,0.5,,,,,
46497000,46497,MIN_CREDITS_TOTAL,,2.0,,,,,
17906000,17906,COURSE,VPHA46H3,,,,,,
17906001,17906,COURSE,GASA01H3,,,,,,
14518000,14518,MIN_CREDITS_TOTAL,,8.0,,,,,
14518001,14518,MIN_CREDITS_TOTAL,,0.5,,,,,
80922000,80922,COURSE,GASA01H3,,,,,,
80922001,80922,COURSE,GASA02H3,,,,,,
80922002,80922,MIN_CREDITS_TOTAL,,4.0,,,,,
80922003,80922,MIN_CREDITS_TOTAL,,1.0,,,,,
87706000,87706,MIN_CREDITS_TOTAL,,4.0,,,,,
86541000,86541,MIN_CREDITS_TOTAL,,4.0,,,,,
51220000,51220,MIN_CREDITS_TOTAL,,4.0,,,,,
31617000,31617,MIN_CREDITS_TOTAL,,4.0,,,,,
68354000,68354,COURSE,GASB20H3,,,,,,
68354001,68354,COURSE,GASB58H3,,,,,,
68354002,68354,COURSE,HISB58H3,,,,,,
68354003,68354,COURSE,GASC20H3,,,,,,
58603000,58603,MIN_CREDITS_TOTAL,,4.0,,,,,
40843000,40843,COURSE,HISB02H3,,,,,,
40843001,40843,COURSE,HISB57H3,,,,,,
40843002,40843,COURSE,GASB57H3,,,,,,
40843003,40843,MIN_CREDITS_TOTAL,,4.0,,,,,
40843004,40843,MIN_CREDITS_TOTAL,,0.5,,,,,
99407000,99407,MIN_CREDITS_TOTAL,,4.0,,,,,
99407001,99407,MIN_CREDITS_TOTAL,,0.5,,,,,
3124000,3124,MIN_CREDITS_TOTAL,,4.0,,,,,
3124001,3124,MIN_CREDITS_TOTAL,,0.5,,,,,
37203000,37203,MIN_CREDITS_TOTAL,,4.0,,,,,
37203001,37203,MIN_CREDITS_TOTAL,,0.5,,,,,
56456000,56456,MIN_CREDITS_TOTAL,,4.0,,,,,
56456001,56456,MIN_CREDITS_TOTAL,,0.5,,,,,
76681000,76681,MIN_CREDITS_TOTAL,,4.0,,,,,
76681001,76681,MIN_CREDITS_TOTAL,,0.5,,,,,
27818000,27818,COURSE,VPHB39H3,,,,,,
27818001,27818,COURSE,VPHB73H3,,,,,,
27818002,27818,COURSE,HISB58H3,,,,,,
27818003,27818,COURSE,GASB31H3,,,,,,
27818004,27818,COURSE,GASB33H3,,,,,,
27818005,27818,COURSE,GASB35H3,,,,,,
27818006,27818,MIN_CREDITS_TOTAL,,2.0,,,,,
27818007,27818,MIN_CREDITS_DEPT,,0.5,LEA,,,,
20955000,20955,MIN_CREDITS_TOTAL,,8.0,,,,,
20955001,20955,MIN_CREDITS_TOTAL,,0.5,,,,,
94831000,94831,MIN_CREDITS_TOTAL,,8.0,,,,,
94831001,94831,MIN_CREDITS_TOTAL,,0.5,,,,,
72447000,72447,MIN_CREDITS_TOTAL,,8.0,,,,,
72447001,72447,MIN_CREDITS_TOTAL,,0.5,,,,,
42543000,42543,MIN_CREDITS_TOTAL,,8.0,,,,,
42543001,42543,MIN_CREDITS_TOTAL,,0.5,,,,,
40478000,40478,COURSE,SOCB05H3,,,,,,
40478001,40478,COURSE,GASA01H3,,,,,,
40478002,40478,COURSE,GASA02H3,,,,,,
40478003,40478,COURSE,IDSB11H3,,,,,,
40478004,40478,MIN_CREDITS_TOTAL,,0.5,,,,,
40478005,40478,MIN_CREDITS_TOTAL,,10.0,,,,,
6072000,6072,MIN_CREDITS_TOTAL,,1.0,,,,,
28834000,28834,MIN_CREDITS_TOTAL,,8.0,,,,,
28834001,28834,MIN_CREDITS_TOTAL,,0.5,,,,,
92468000,92468,MIN_CREDITS_TOTAL,,8.0,,,,,
92468001,92468,MIN_CREDITS_TOTAL,,1.0,,,,,
84898000,84898,MIN_CREDITS_TOTAL,,8.0,,,,,
84898001,84898,MIN_CREDITS_TOTAL,,0.5,,,,,
72268000,72268,MIN_CREDITS_TOTAL,,8.0,,,,,
72268001,72268,MIN_CREDITS_TOTAL,,0.5,,,,,
15845000,15845,COURSE,SOCB60H3,,,,,,
15845001,15845,MIN_CREDITS_TOTAL,,8.0,,,,,
15845002,15845,MIN_CREDITS_DEPT,,2.0,LEA,,,,
15845003,15845,MIN_CREDITS_TOTAL,,15.0,,,,,
29104000,29104,MIN_CREDITS_TOTAL,,8.0,,,,,
29104001,29104,MIN_CREDITS_TOTAL,,0.5,,,,,
44847000,44847,MIN_CREDITS_TOTAL,,8.0,,,,,
44847001,44847,MIN_CREDITS_TOTAL,,0.5,,,,,
94463000,94463,MIN_CREDITS_TOTAL,,4.0,,,,,
18796000,18796,MIN_CREDITS_TOTAL,,4.0,,,,,
69166000,69166,MIN_CREDITS_TOTAL,,4.0,,,,,
51866000,51866,MIN_CREDITS_TOTAL,,4.0,,,,,
8905000,8905,MIN_CREDITS_TOTAL,,4.0,,,,,
8905001,8905,MIN_CREDITS_DEPT,,0.5,LEA,,,,
34898000,34898,MIN_CREDITS_TOTAL,,4.0,,,,,
99985000,99985,COURSE,GGRB30H3,,,,,,
31579000,31579,MIN_CREDITS_TOTAL,,4.0,,,,,
3135000,3135,MIN_CREDITS_TOTAL,,8.0,,,,,
12800000,12800,MIN_CREDITS_TOTAL,,8.0,,,,,
94551000,94551,COURSE,CITA01H3,,,,,,
94551001,94551,COURSE,CITB02H3,,,,,,
94551002,94551,COURSE,GGRB05H3,,,,,,
94551003,94551,COURSE,IDSA01H3,,,,,,
94551004,94551,MIN_CREDITS_TOTAL,,8.0,,,,,
28205000,28205,COURSE,CITA01H3,,,,,,
28205001,28205,COURSE,CITB02H3,,,,,,
28205002,28205,COURSE,GGRB05H3,,,,,,
28205003,28205,MIN_CREDITS_TOTAL,,8.0,,,,,
69802000,69802,COURSE,GGRA30H3,,,,,,
69802001,69802,COURSE,GGRB05H3,,,,,,
69802002,69802,COURSE,CITA01H3,,,,,,
69802003,69802,COURSE,CITB02H3,,,,,,
69802004,69802,MIN_CREDITS_TOTAL,,8.0,,,,,
56422000,56422,COURSE,CITA01H3,,,,,,
56422001,56422,COURSE,CITB02H3,,,,,,
56422002,56422,COURSE,GGRB05H3,,,,,,
56422003,56422,COURSE,PPGB66H3,,,,,,
56422004,56422,COURSE,PPGC66H3,,,,,,
56422005,56422,COURSE,POLC66H3,,,,,,
56422006,56422,MIN_CREDITS_TOTAL,,8.0,,,,,
30507000,30507,COURSE,GGRB32H3,,,,,,
46655000,46655,COURSE,GGRB21H3,,,,,,
46655001,46655,MIN_CREDITS_TOTAL,,8.0,,,,,
24610000,24610,COURSE,GGRB21H3,,,,,,
24610001,24610,MIN_CREDITS_TOTAL,,8.0,,,,,
54356000,54356,COURSE,GGRB21H3,,,,,,
54356001,54356,COURSE,AFSB01H3,,,,,,
54356002,54356,COURSE,IDSB02H3,,,,,,
54356003,54356,COURSE,ESTB01H3,,,,,,
54356004,54356,MIN_CREDITS_TOTAL,,8.0,,,,,
53332000,53332,COURSE,GGRB21H3,,,,,,
53332001,53332,COURSE,ESTB01H3,,,,,,
53332002,53332,MIN_CREDITS_TOTAL,,8.0,,,,,
59894000,59894,COURSE,MGEA01H3,,,,,,
59894001,59894,COURSE,GGRB02H3,,,,,,
59894002,59894,COURSE,GGRB05H3,,,,,,
59894003,59894,COURSE,CITB01H3,,,,,,
59894004,59894,COURSE,CITA01H3,,,,,,
59894005,59894,COURSE,CITB02H3,,,,,,
59894006,59894,COURSE,MGEB01H3,,,,,,
59894007,59894,COURSE,MGEB02H3,,,,,,
59894008,59894,COURSE,MGEB05H3,,,,,,
59894009,59894,COURSE,MGEB06H3,,,,,,
67860000,67860,COURSE,GGRB18H3,,,,,,
67860001,67860,COURSE,ESTB02H3,,,,,,
67860002,67860,MIN_CREDITS_TOTAL,,8.0,,,,,
98512000,98512,COURSE,GGRB32H3,,,,,,
65963000,65963,MIN_CREDITS_TOTAL,,8.0,,,,,
3424000,3424,COURSE,STAB23H3,,,,,,
3424001,3424,COURSE,GGRB30H3,,,,,,
3424002,3424,MIN_CREDITS_TOTAL,,8.0,,,,,
21849000,21849,COURSE,CITA01H3,,,,,,
21849001,21849,COURSE,CITB02H3,,,,,,
21849002,21849,COURSE,GGRB05H3,,,,,,
21849003,21849,MIN_CREDITS_TOTAL,,8.0,,,,,
59178000,59178,COURSE,GGRB05H3,,,,,,
59178001,59178,COURSE,GGRB30H3,,,,,,
59178002,59178,COURSE,GGRB32H3,,,,,,
24442000,24442,MIN_CREDITS_TOTAL,,8.0,,,,,
77630000,77630,COURSE,GGRB20H3,,,,,,
77630001,77630,MIN_CREDITS_TOTAL,,8.0,,,,,
96544000,96544,COURSE,STAB22H3,,,,,,
52572000,52572,COURSE,FSTA01H3,,,,,,
52572001,52572,COURSE,GGRA02H3,,,,,,
52572002,52572,COURSE,GGRA03H3,,,,,,
72416000,72416,MIN_CREDITS_TOTAL,,8.0,,,,,
43355000,43355,COURSE,CITA01H3,,,,,,
43355001,43355,COURSE,CITB02H3,,,,,,
43355002,43355,COURSE,GGRB05H3,,,,,,
43355003,43355,COURSE,IDSA01H3,,,,,,
43355004,43355,MIN_CREDITS_TOTAL,,8.0,,,,,
44560000,44560,COURSE,GGRB05H3,,,,,,
44560001,44560,COURSE,GGRB13H3,,,,,,
44560002,44560,MIN_CREDITS_TOTAL,,8.0,,,,,
59914000,59914,COURSE,GGRB02H3,,,,,,
87335000,87335,COURSE,GGRB21H3,,,,,,
87335001,87335,MIN_CREDITS_TOTAL,,13.0,,,,,
86053000,86053,MIN_CREDITS_TOTAL,,13.0,,,,,
65418000,65418,COURSE,GGRB13H3,,,,,,
65418001,65418,COURSE,IDSB04H3,,,,,,
65418002,65418,COURSE,WSTB05H3,,,,,,
65418003,65418,MIN_CREDITS_TOTAL,,13.0,,,,,
75841000,75841,COURSE,GGRB02H3,,,,,,
75841001,75841,MIN_CREDITS_TOTAL,,13.0,,,,,
42310000,42310,COURSE,GGRC31H3,,,,,,
42310001,42310,MIN_CREDITS_TOTAL,,13.0,,,,,
47562000,47562,COURSE,GGRB05H3,,,,,,
47562001,47562,COURSE,GGRB13H3,,,,,,
47562002,47562,COURSE,CITA01H3,,,,,,
47562003,47562,COURSE,CITB02H3,,,,,,
47562004,47562,COURSE,IDSB06H3,,,,,,
47562005,47562,MIN_CREDITS_TOTAL,,13.0,,,,,
54571000,54571,COURSE,GGRB13H3,,,,,,
54571001,54571,COURSE,WSTB25H3,,,,,,
54571002,54571,MIN_CREDITS_TOTAL,,8.0,,,,,
49310000,49310,COURSE,GGRB05H3,,,,,,
49310001,49310,COURSE,CITA01H3,,,,,,
49310002,49310,COURSE,CITB02H3,,,,,,
49310003,49310,MIN_CREDITS_TOTAL,,13.0,,,,,
34809000,34809,COURSE,GGRB05H3,,,,,,
34809001,34809,COURSE,CITA01H3,,,,,,
34809002,34809,COURSE,CITB02H3,,,,,,
34809003,34809,MIN_CREDITS_TOTAL,,13.0,,,,,
46730000,46730,COURSE,GGRC30H3,,,,,,
32069000,32069,MIN_CREDITS_TOTAL,,13.0,,,,,
5559000,5559,MIN_CREDITS_TOTAL,,13.0,,,,,
5559001,5559,MIN_CREDITS_DEPT,,0.5,LEA,,,,
24276000,24276,MIN_CREDITS_TOTAL,,4.0,,,,,
24276001,24276,MIN_CREDITS_TOTAL,,0.5,,,,,
32007000,32007,COURSE,HCSB03H3,,,,,,
87039000,87039,MIN_CREDITS_TOTAL,,3.0,,,,,
89077000,89077,MIN_CREDITS_TOTAL,,2.0,,,,,
41079000,41079,MIN_CREDITS_TOTAL,,2.0,,,,,
42385000,42385,COURSE,HISB03H3,,,,,,
97645000,97645,COURSE,HISA09H3,,,,,,
97645001,97645,MIN_CREDITS_TOTAL,,4.0,,,,,
97645002,97645,MIN_CREDITS_TOTAL,,0.5,,,,,
60923000,60923,MIN_CREDITS_TOTAL,,2.5,,,,,
34158000,34158,COURSE,HISB05H3,,,,,,
65615000,65615,MIN_CREDITS_TOTAL,,4.0,,,,,
65615001,65615,MIN_CREDITS_TOTAL,,0.5,,,,,
81321000,81321,MIN_CREDITS_TOTAL,,1.0,,,,,
69783000,69783,COURSE,CLAA04H3,,,,,,
69783001,69783,COURSE,HISA07H3,,,,,,
69783002,69783,COURSE,CLAB05H3,,,,,,
69783003,69783,COURSE,HISB10H3,,,,,,
69783004,69783,COURSE,CLAB06H3,,,,,,
69783005,69783,COURSE,HISB11H3,,,,,,
69783006,69783,MIN_CREDITS_TOTAL,,2.0,,,,,
69783007,69783,MIN_CREDITS_TOTAL,,1.0,,,,,
65594000,65594,MIN_CREDITS_TOTAL,,1.0,,,,,
25517000,25517,MIN_CREDITS_TOTAL,,4.0,,,,,
25517001,25517,MIN_CREDITS_TOTAL,,1.0,,,,,
19165000,19165,MIN_CREDITS_TOTAL,,1.0,,,,,
73839000,73839,MIN_CREDITS_TOTAL,,4.0,,,,,
73839001,73839,MIN_CREDITS_TOTAL,,0.5,,,,,
2079000,2079,MIN_CREDITS_TOTAL,,4.0,,,,,
2079001,2079,MIN_CREDITS_TOTAL,,0.5,,,,,
6500000,6500,COURSE,HISB03H3,,,,,,
6500001,6500,MIN_CREDITS_TOTAL,,4.0,,,,,
6500002,6500,MIN_CREDITS_TOTAL,,0.5,,,,,
33533000,33533,MIN_CREDITS_TOTAL,,1.0,,,,,
84119000,84119,COURSE,HISB30H3,,,,,,
84119001,84119,COURSE,HISB31H3,,,,,,
84119002,84119,MIN_CREDITS_TOTAL,,4.0,,,,,
84119003,84119,MIN_CREDITS_TOTAL,,0.5,,,,,
12151000,12151,COURSE,HISB30H3,,,,,,
12151001,12151,COURSE,HISB31H3,,,,,,
